address,adm-fees,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude
"Rua Gonçalves Dias, 615 ",890.0,2,1100000.0,3,102, Funcionários, Belo Horizonte ,-19.9311846,-43.9376407
Rua Herval ,1.0,2,728000.0,3,86, Serra, Belo Horizonte ,-19.9392933,-43.9189106
Rua Visconde de Taunay ,,10,650000.0,3,120, Santa Mônica, Belo Horizonte ,-19.9281876,-43.9199884
Rua Arrudas ,,3,2900000.0,4,440, Santa Lúcia, Belo Horizonte ,-19.9652588,-43.9482582
"Rua Alagoas, 1000 ",,5,2120000.0,--,255, Savassi, Belo Horizonte ,-19.9314695,-43.9350021
"Rua Tomaz Gonzaga, 321 ",2700.0,4,2799000.0,4,202, Lourdes, Belo Horizonte ,-19.9329322,-43.9411068
"Rua Califórnia, 933 ",3200.0,3,1950000.0,4,194, Sion, Belo Horizonte ,-19.9530435,-43.9341217
Rua Senador Amaral ,,4,1600000.0,3,460, Comiteco, Belo Horizonte ,-19.9542506,-43.9219655
Rua Juiz Costa Val ,989.0,3,750000.0,3,107, Santa Efigênia, Belo Horizonte ,-19.9271004,-43.9192351
Rua Curvelo ,,1,140000.0,--,30, Floresta, Belo Horizonte ,-19.9134241,-43.929031
"Rua Santa Maria Itabira, 312 ",1000.0,3,1150000.0,4,126, Sion, Belo Horizonte ,-19.6348873,-43.2169605
Avenida Augusto de Lima ,295.0,--,165000.0,1,40, Centro, Belo Horizonte ,-19.9230616,-43.9441556
Rua Setúbal ,300.0,1,258000.0,2,60, Pompéia, Belo Horizonte ,-19.9104667,-43.901301
Rua Senhora do Porto ,,2,499000.0,3,82, Palmeiras, Belo Horizonte ,-19.9683909,-43.9842281
Rua Boa Esperança ,450.0,2,820000.0,4,155, Carmo, Belo Horizonte ,-19.948816,-43.9329524
Rua Bernardo Guimarães ,,2,1328000.0,3,93, Savassi, Belo Horizonte ,-19.927333,-43.9477878
Rua Senador Pompéo ,400.0,2,430000.0,3,106, Serra, Belo Horizonte ,-19.9361721,-43.9202723
"Rua Francisco Soucasseaux, 126 ",,--,1580000.0,--,1075, Lagoinha, Belo Horizonte ,-19.9086277,-43.9421507
"Rua Doutor Helvécio Arantes, 40 ",650.0,2,530000.0,2,60, Luxemburgo, Belo Horizonte ,-19.9496535,-43.9574198
Rua Viamão ,590.0,1,380000.0,3,95, Alto Barroca, Belo Horizonte ,-19.9277962,-43.9713362
"Rua Cônsul Walter, 571 ",350.0,2,420000.0,3,100, Buritis, Belo Horizonte ,-19.9745736,-43.9696865
Rua Sergipe ,600.0,2,1395000.0,4,230, Funcionários, Belo Horizonte ,-19.9276923,-43.9354354
Rua Hermilo Alves ,365.0,--,270000.0,2,45, Santa Tereza, Belo Horizonte ,-19.915185,-43.9223514
Rua Oriente ,,3,2345707.0,4,223, Serra, Belo Horizonte ,-19.9441127,-43.9187317
Rua Heroína Maria Quitéria ,200.0,1,215000.0,3,77, Caiçaras, Belo Horizonte ,-19.8996028,-43.9778398
Rua Póvoa de Varzim ,,1,330000.0,2,74, Paquetá, Belo Horizonte ,-19.8700528,-43.9935356
Rua Eurico Lima Gil ,1.0,1,385000.0,2,50, Santa Amélia, Belo Horizonte ,-19.8338734,-43.9725381
Rua Pedro João Gustin ,600.0,--,2700000.0,4,400, Buritis, Belo Horizonte ,-19.9820801,-43.9718109
Rua Deputado Salim Nacur ,,2,550000.0,3,78, Santa Amélia, Belo Horizonte ,-19.8439656,-43.9791111
"Rua Ministro Alfredo Valladão, 320 ",,7,3300000.0,5,700, Mangabeiras, Belo Horizonte ,-19.9532923,-43.9176747
Rua Piauí ,1.0,2,1350000.0,3,87, Funcionários, Belo Horizonte ,-19.9385064,-43.9287698
Rua dos Andes ,,2,980000.0,4,291, Prado, Belo Horizonte ,-19.9216315,-43.9662884
Rua Professor Pimenta da Veiga ,590.0,1,330000.0,3,65, Cidade Nova, Belo Horizonte ,-19.8891296,-43.9242268
"Rua Alessandra Salum Cadar, 920 ",380.0,1,240000.0,2,55, Buritis, Belo Horizonte ,-19.9760471,-43.9703167
Avenida Luíz Paulo Franco ,860.0,2,685000.0,1,76, Belvedere, Belo Horizonte ,-19.9747374,-43.9422752
"Rua Rio Grande do Norte, 1289 ",,--,170000.0,--,30, Funcionários, Belo Horizonte ,-19.9302239,-43.9306127
"Avenida Professor Mário Werneck, 2474 ",650.0,1,400000.0,3,87, Buritis, Belo Horizonte ,-19.9758245,-43.9684461
Rua Leopoldina ,650.0,2,720000.0,4,136, Santo Antônio, Belo Horizonte ,-19.9475349,-43.9422533
"Rua Capelinha, 340 ",290.0,1,265000.0,2,75, Serra, Belo Horizonte ,-19.9408744,-43.9156585
"Rua Tereza Mota Valadares, 820 ",360.0,2,480000.0,3,140, Buritis, Belo Horizonte ,-19.9709636,-43.9738009
Rua Augusto Moreira ,10.0,4,899000.0,3,200, Jardim Atlântico, Belo Horizonte ,-19.8445112,-43.9813741
Rua do Ouro ,350.0,2,890000.0,3,130, Serra, Belo Horizonte ,-19.947074,-43.9186245
Rua dos Aimorés ,,1,860000.0,1,58, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
"Rua Itamar Teixeira, 0 ",130.0,1,170000.0,2,50, Betânia, Belo Horizonte ,-19.9655511,-43.99232
Rua Professora Bartira Mourão ,916.0,3,900000.0,4,140, Buritis, Belo Horizonte ,-19.9691439,-43.9679544
Rua Professor Moraes ,,2,890000.0,1,49, Savassi, Belo Horizonte ,-19.8624858,-43.9614177
Rua Tomaz Gonzaga ,700.0,2,896000.0,2,67, Lourdes, Belo Horizonte ,-19.9329322,-43.9411068
Rua Ludgero Dolabela ,2620.0,5,3980000.0,4,352, Gutierrez, Belo Horizonte ,-19.9338731,-43.9606057
Avenida Álvares Cabral ,,--,320000.0,--,72, Lourdes, Belo Horizonte ,-19.9244866,-43.9354151
Rua Joaquim Meirelles ,,1,280000.0,3,165, Cenaculo, Belo Horizonte ,-19.8069167,-43.9638859
"Avenida dos Bandeirantes, 1079 ",1500.0,5,3259000.0,5,466, Anchieta, Belo Horizonte ,-19.9572301,-43.9319731
"Rua Martim de Carvalho, 382 ",850.0,2,1099000.0,2,67, Santo Agostinho, Belo Horizonte ,-19.9311733,-43.9479411
Rua Maria Heilbuth Surette ,250.0,1,280000.0,2,60, Buritis, Belo Horizonte ,-19.9671931,-43.9714445
Rua Iguaçu ,260.0,2,650000.0,3,136, Concórdia, Belo Horizonte ,-19.9024476,-43.9370313
Rua Espírito Santo ,1520.0,4,1790000.0,4,160, Lourdes, Belo Horizonte ,-18.8647762,-41.1217768
"Rua José Martinho Coelho, 00 ",,4,900000.0,5,419, Santa Mônica, Belo Horizonte ,-19.8245856,-43.9819001
"Rua Mário de Melo, 445 ",,2,995000.0,6,236, Alípio de Melo, Belo Horizonte ,-19.9010774,-44.0019613
"Rua Oscar Trompowsky, 1030 ",1600.0,3,1395000.0,4,180, Gutierrez, Belo Horizonte ,-19.9364995,-43.9613222
"Rua Caraça, 759 ",,3,1850000.0,4,189, Serra, Belo Horizonte ,-19.9430505,-43.9141262
Rua Curitiba ,,--,700000.0,--,35, Centro, Belo Horizonte ,-19.9122312,-43.9396634
Rua Esmeralda ,,1,850000.0,4,310, Prado, Belo Horizonte ,-19.8018954,-43.922248
"Rua Caracol, 44 ",500.0,1,480000.0,3,96, Cruzeiro, Belo Horizonte ,-19.8290004,-44.0074521
"Rua Ignácio Alves Martins, 191 ",690.0,2,680000.0,2,78, Buritis, Belo Horizonte ,-19.9770043,-43.9776638
Rua Coronel Antônio Pereira da Silva ,298.0,3,918800.0,2,126, Santa Efigênia, Belo Horizonte ,-19.924068,-43.9173719
"Rua Barão de Lucena, 86 ",850.0,3,1765800.0,4,149, Serra, Belo Horizonte ,-19.9336802,-43.9221987
"Avenida Raja Gabaglia, 3117 ",,--,134305.0,--,28, São Bento, Belo Horizonte ,-19.9364152,-43.9533964
"Rua Elias Saliba, 728 ",,2,350000.0,2,166, Novo Glória, Belo Horizonte ,-19.9093361,-44.0140779
Rua Ramalho Ortigão ,,2,850000.0,3,214, Santa Branca, Belo Horizonte ,-19.8327541,-43.9664751
Rua Rio de Janeiro ,,--,1273725.0,--,170, Centro, Belo Horizonte ,-19.9150685,-43.9375314
"Rua Júlio de Castilho, 133 ",378.0,1,320000.0,3,70, Betânia, Belo Horizonte ,-19.9610731,-43.9808977
"Rua Rio Grande do Norte, 605 ",,2,1120000.0,3,104, Funcionários, Belo Horizonte ,-19.9302239,-43.9306127
"Rua Guaxupé, 424 ",720.0,1,490000.0,3,130, Serra, Belo Horizonte ,-19.9405991,-43.9136282
Rua Jornalista Djalma Andrade ,,4,3500000.0,6,600, Belvedere, Belo Horizonte ,-19.9708557,-43.9394568
Rua do Ouro ,1600.0,2,966000.0,4,164, Serra, Belo Horizonte ,-19.947074,-43.9186245
"Rua Ulisses Marcondes Escobar, 370 ",400.0,2,420000.0,2,60, Buritis, Belo Horizonte ,-19.970196,-43.9695053
Rua Professor Arthur Velloso ,220.0,1,175000.0,2,45, Jardim América, Belo Horizonte ,-19.9532298,-43.9695639
Rua Seritinga ,350.0,2,430000.0,3,80, Ipiranga, Belo Horizonte ,-19.8865478,-43.9319719
"Rua Marília de Dirceu, 80 ",250.0,--,1380000.0,2,170, Lourdes, Belo Horizonte ,-19.9354054,-43.946541
"Rua Doutor Lucídio Avelar, 171 ",,3,980000.0,4,175, Buritis, Belo Horizonte ,-19.9714927,-43.9659325
Avenida Joaquim José Diniz ,,1,260000.0,2,52, Fernão Dias, Belo Horizonte ,-19.8747374,-43.9191819
"Rua Genoveva de Souza, 498 ",,2,680000.0,3,84, Sagrada Família, Belo Horizonte ,-19.9067997,-43.9216393
"Rua Ulhoa Cintra, 55 ",,--,427722.0,--,32, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125
Rua Itajubá ,,--,3000000.0,--,400, Floresta, Belo Horizonte ,-19.9111658,-43.9295436
"Avenida Nossa Senhora do Carmo, 1825 ",600.0,1,310000.0,2,60, Carmo, Belo Horizonte ,-19.9461719,-43.9346105
Rua Benjamim Jacob ,450.0,2,480000.0,3,72, Gutierrez, Belo Horizonte ,-19.9400181,-43.9625037
Rua Gonçalves Dias ,639.0,1,310000.0,--,75, Funcionários, Belo Horizonte ,-19.9311846,-43.9376407
"Rua Castelo Setúbal, 726 ",300.0,1,300000.0,2,60, Castelo, Belo Horizonte ,-19.8815384,-43.9941084
"Rua Gentil Portugal do Brasil, 55 ",385.0,1,250000.0,3,65, Camargos, Belo Horizonte ,-19.935738,-44.0215529
Rua dos Tupinambás ,380.0,--,340000.0,2,64, Centro, Belo Horizonte ,-19.9185301,-43.9357154
"Rua Padre Marinho, 318 ",,2,991137.0,2,68, Santa Efigênia, Belo Horizonte ,-19.9250502,-43.9250376
"Rua Cônego Rocha Franco, 28 ",1980.0,3,1522000.0,4,170, Gutierrez, Belo Horizonte ,-19.9354579,-43.954094
Avenida Assis Chateaubriand ,1520.0,2,980000.0,4,280, Floresta, Belo Horizonte ,-19.9190834,-43.9329445
Rua Ministro Hermenegildo de Barros ,,4,795000.0,3,171, Itapoã, Belo Horizonte ,-19.8396132,-43.9613263
Rua Trucal ,297.0,1,300000.0,3,70, Goiânia, Belo Horizonte ,-19.864029,-43.8986808
Rua Bambuí ,,2,902070.0,2,74, Anchieta, Belo Horizonte ,-19.9521977,-43.9262572
"Rua São Domingos do Prata, 570 ",,4,2410051.0,4,173, Santo Antônio, Belo Horizonte ,-19.9450923,-43.9374086
"Rua Patagônia, 404 ",,3,1694124.0,4,139, Sion, Belo Horizonte ,-19.9592013,-43.9350687
"Avenida do Contorno, 9939 ",,--,390000.0,--,61, Barro Preto, Belo Horizonte ,-19.9156428,-43.9453796
"Rua da Bahia, 2696 ",,1,900000.0,--,63, Lourdes, Belo Horizonte ,-19.9151776,-43.9347647
Rua Rio de Janeiro ,900.0,2,1820000.0,4,230, Lourdes, Belo Horizonte ,-19.9150685,-43.9375314
Rua Belarmino Giarola ,10.0,3,900000.0,3,296, Céu Azul, Belo Horizonte ,-19.8225016,-43.9960079
Rua dos Aimorés ,,1,1100000.0,1,71, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
Rua dos Aimorés ,,2,950000.0,1,70, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
Rua dos Aimorés ,,2,980000.0,2,69, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
Rua dos Aimorés ,,2,970000.0,2,68, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
Rua dos Aimorés ,,2,990000.0,2,68, Lourdes, Belo Horizonte ,-19.9245137,-43.9538877
Rua Castelo de Abrantes ,350.0,2,560000.0,3,96, Castelo, Belo Horizonte ,-19.8831833,-43.9967021
Rua Pium,600.0,1,650000.0,3,100,I, 1542 ,-19.9514868,-43.9301243
Rua Lila Borja ,200.0,1,270000.0,3,65, Heliópolis, Belo Horizonte ,-19.8406394,-43.9369178
Rua Lima Duarte ,,4,690000.0,3,250, Carlos Prates, Belo Horizonte ,-19.9119616,-43.9667461
Rua Oscar Trompowsky ,613.0,--,410000.0,3,100, Grajaú, Belo Horizonte ,-19.9364995,-43.9613222
Rua Oscar Neto ,,2,290000.0,2,70, Santa Branca, Belo Horizonte ,-19.8300651,-43.9694176
Rua Alga Azul ,630.0,1,240000.0,3,83, Floramar, Belo Horizonte ,-19.8291846,-43.9387518
"Rua Leopoldina, 604 ",,2,1564000.0,4,142, Santo Antônio, Belo Horizonte ,-19.9475349,-43.9422533
Rua dos Aimorés ,1.0,1,701100.0,1,43, Santo Agostinho, Belo Horizonte ,-19.9245137,-43.9538877
"Rua Rio Grande do Norte, 836 ",,2,1134000.0,3,81, Savassi, Belo Horizonte ,-19.9302239,-43.9306127
"Rua Martim de Carvalho, 273 ",,3,1536000.0,--,138, Santo Agostinho, Belo Horizonte ,-19.9311733,-43.9479411
Rua dos Pampas ,,2,920040.0,3,91, Prado, Belo Horizonte ,-19.9194022,-43.9645434
"Rua Felipe dos Santos, 16 ",1073.0,2,2300000.0,5,275, Lourdes, Belo Horizonte ,-19.9342841,-43.9462997
"Rua Engenheiro Alberto Pontes, 50 ",1300.0,3,918800.0,4,140, Buritis, Belo Horizonte ,-19.9689271,-43.9668895
Rua Senador Pompéo ,775.0,2,700000.0,4,160, Serra, Belo Horizonte ,-19.9361721,-43.9202723
Rua Capivari ,300.0,2,520000.0,2,70, Serra, Belo Horizonte ,-19.9410388,-43.9164991
Avenida do Contorno ,,--,228000.0,1,27, Lourdes, Belo Horizonte ,-19.9156428,-43.9453796
"Rua Castigliano, 67 ",250.0,1,260000.0,3,53, Padre Eustáquio, Belo Horizonte ,-19.9180215,-43.9755742
Rua Safira ,,3,920000.0,3,219, Prado, Belo Horizonte ,-19.9250374,-43.9632107
"Rua Campos Gerais, 207 ",350.0,2,410000.0,3,92, Padre Eustáquio, Belo Horizonte ,-19.910166,-43.9619754
"Rua Vereador Geraldo Pereira, 249 ",300.0,1,360000.0,3,70, Padre Eustáquio, Belo Horizonte ,-19.9218017,-43.9819818
Rua Níquel ,1.0,4,1480000.0,4,140, Serra, Belo Horizonte ,-19.9410888,-43.9171343
Rua São Lázaro ,400.0,1,300000.0,2,58, Sagrada Família, Belo Horizonte ,-19.8963926,-43.9254451
Rua Sienita ,,4,790000.0,4,350, Caiçaras, Belo Horizonte ,-19.8907331,-43.9705285
Rua Gentios ,400.0,2,430000.0,3,95, Luxemburgo, Belo Horizonte ,-19.9505365,-43.9610159
"Rua Calábria, 763 ",,10,2995000.0,4,440, Bandeirantes, Belo Horizonte ,-19.86211,-43.9822879
"Rua Sebastião Antônio Carlos, 00 ",,--,589000.0,--,1000, Bandeirantes, Belo Horizonte ,-19.8557316,-43.9995859
Rua Mangabeira ,360.0,1,600000.0,5,170, Santo Antônio, Belo Horizonte ,-19.945881,-43.9460067
Rua São Paulo ,,4,990000.0,4,143, Lourdes, Belo Horizonte ,-19.914782,-43.9388011
Rua dos Guajajaras ,600.0,1,545000.0,2,85, Lourdes, Belo Horizonte ,-19.9261909,-43.93638
Rua Jacuí ,350.0,1,245000.0,2,55, Floresta, Belo Horizonte ,-19.8777593,-43.9290751
Rua Washington ,1240.0,1,880000.0,3,110, Sion, Belo Horizonte ,-19.9519089,-43.9352001
"Avenida Álvares Cabral, 600 ",200.0,1,470000.0,1,35, Lourdes, Belo Horizonte ,-19.9244866,-43.9354151
"Rua Tomé de Souza, 950 ",430.0,1,750000.0,1,44, Savassi, Belo Horizonte ,-19.9388244,-43.9274451
"Avenida Portugal, 0 ",,2,620000.0,3,130, Jardim Atlântico, Belo Horizonte ,-19.8425871,-43.9698185
"Rua Juiz de Fora, 541 ",,--,285545.0,--,25, Barro Preto, Belo Horizonte ,-19.9313913,-43.9557993
"Rua Silva Alvarenga, 787 ",,2,340103.0,2,60, São Geraldo, Belo Horizonte ,-19.8949102,-43.8984785
"Rua Intendente Câmara, 541 ",353.0,--,290000.0,1,25, Liberdade, Belo Horizonte ,-19.8610549,-43.9507507
Rua Mamoré ,200.0,1,189000.0,2,51, Vila Oeste, Belo Horizonte ,-19.9368436,-44.0055363
Rua Barão de Saramenha ,,2,1200000.0,4,180, Santa Tereza, Belo Horizonte ,-19.9109893,-43.9144903
Rua Flor,400.0,2,825000.0,3,178,,Belo Horizonte,-19.8339596,-43.8688074
Rua La Plata ,450.0,2,1426000.0,3,155, Sion, Belo Horizonte ,-19.9542202,-43.9328012
"Rua Aparecida Feitosa Furtado, 154 ",200.0,1,350000.0,3,84, Diamante, Belo Horizonte ,-19.9940007,-44.0177754
"Rua Pedro Natalício de Morais, 135 ",600.0,2,450000.0,3,85, Buritis, Belo Horizonte ,-19.9785725,-43.9726899
Rua Niteroi ,350.0,2,655000.0,3,125, Santa Efigênia, Belo Horizonte ,-19.9238926,-43.9163689
"Rua do Ouro, 536 ",350.0,2,820000.0,2,116, Serra, Belo Horizonte ,-19.947074,-43.9186245
Rua Coronel Emílio Martins ,,2,550000.0,3,110, Santa Amélia, Belo Horizonte ,-19.8437974,-43.9754436
Rua Marcos Coelho Neto ,170.0,1,259850.0,2,52, Estrela Dalva, Belo Horizonte ,-19.9630345,-43.9755424
"Rua Visconde de Taunay, 12 ",,2,359900.0,3,107, Santa Mônica, Belo Horizonte ,-19.9281876,-43.9199884
Rua Alvarenga Peixoto ,1.0,2,1697730.0,3,118, Lourdes, Belo Horizonte ,-19.929576,-43.9494157
Rua Lúcia Helena ,160.0,2,1300.0,3,95, Paquetá, Belo Horizonte ,-19.8691275,-43.9923938
Rua Manoel Francisco da Silva ,10.0,1,303000.0,2,58, Jaqueline, Belo Horizonte ,-19.8041346,-43.9450698
"Rua São Domingos do Prata, 570 ",,4,2664276.0,4,221, Santo Antônio, Belo Horizonte ,-19.9450923,-43.9374086
"Rua Monte Carmelo, 34 ",150.0,1,150000.0,2,55, Olaria, Belo Horizonte ,-19.9104485,-43.927612
Rua Ceará ,1800.0,3,1600000.0,4,194, Funcionários, Belo Horizonte ,-19.921286,-43.9253997
Rua Augusto Clementino ,,4,950000.0,6,325, Jardim Atlântico, Belo Horizonte ,-19.8341265,-43.981495
Rua Gonçalves Dias ,1554.0,2,1500000.0,4,250, Santo Agostinho, Belo Horizonte ,-19.9311846,-43.9376407
Rua Delegado Ronaldo Jaques ,,4,399000.0,3,450, Caiçaras, Belo Horizonte ,-19.898123,-43.9681346
Rua Itaparica ,250.0,2,832755.0,4,103, Serra, Belo Horizonte ,-19.9358076,-43.9195007
"Rua José Moura Peçanha, 200 ",250.0,3,1299000.0,4,188, Ouro Preto, Belo Horizonte ,-19.8758072,-43.988082
Rua Mandacaru ,,6,950000.0,3,336, Trevo, Belo Horizonte ,-19.8446644,-44.0026123
Avenida Álvares Cabral ,,2,1129008.0,3,78, Lourdes, Belo Horizonte ,-19.9244866,-43.9354151
"Rua Eli Seabra Filho, 100 ",450.0,2,640000.0,3,83, Buritis, Belo Horizonte ,-19.9756218,-43.9749864
"Rua Maria Heilbuth Surette, 207 ",,2,550000.0,2,68, Buritis, Belo Horizonte ,-19.9671931,-43.9714445
Rua Pium,1050.0,2,895000.0,4,175,,Belo Horizonte,-19.9514868,-43.9301243
"Rua Juiz de Fora, 541 ",,--,373060.0,--,32, Barro Preto, Belo Horizonte ,-19.9313913,-43.9557993
Avenida Raja Gabaglia ,,2,340000.0,--,56, Santa Lúcia, Belo Horizonte ,-19.9364152,-43.9533964
Rua das Canárias ,399.0,2,729000.0,3,130, Santa Amélia, Belo Horizonte ,-19.8425568,-43.9718127
Rua São Lázaro ,400.0,1,300000.0,2,53, Sagrada Família, Belo Horizonte ,-19.8963926,-43.9254451
Rua Fernandes Tourinho ,1450.0,2,1550000.0,2,101, Lourdes, Belo Horizonte ,-19.9393917,-43.9358894
"Rua Eli Seabra Filho, 100 ",450.0,1,530000.0,2,66, Buritis, Belo Horizonte ,-19.9756218,-43.9749864
Rua Piauí ,1000.0,2,1150000.0,3,85, Funcionários, Belo Horizonte ,-19.9385064,-43.9287698
"Rua Américo Scott, 63 ",,3,1450000.0,3,126, Serra, Belo Horizonte ,-19.935339,-43.9232394
"Rua Gonçalves Dias, 2565 ",650.0,2,870000.0,2,61, Santo Agostinho, Belo Horizonte ,-19.9311846,-43.9376407
Rua Mercês ,780.0,2,470000.0,3,74, Prado, Belo Horizonte ,-19.9189854,-44.2732979
Rua Maria Manoela Braz ,,1,310000.0,2,58, Heliópolis, Belo Horizonte ,-19.8425821,-43.9346829
Rua São Sebastião do Maranhão ,80.0,1,185000.0,2,47, Jardim Leblon, Belo Horizonte ,-19.8232454,-43.9891017
Rua Antônio Peregrino Nascimento ,,6,1800000.0,6,414, Palmares, Belo Horizonte ,-19.8733254,-43.9367717
"Avenida Senador José Augusto, 110 ",440.0,1,300000.0,2,56, Buritis, Belo Horizonte ,-19.9812868,-43.978411
"Rua Curitiba, 2401 ",1700.0,3,8000.0,4,290, Lourdes, Belo Horizonte ,-19.9122312,-43.9396634
"Rua Joaquim Linhares, 207 ",1320.0,4,3750000.0,4,282, Anchieta, Belo Horizonte ,-19.9500206,-43.9260666
Rua Tomé de Souza ,1350.0,3,2650000.0,4,235, Funcionários, Belo Horizonte ,-19.9388244,-43.9274451
Avenida Paulo Camilo Pena ,3250.0,4,5000000.0,4,357, Belvedere, Belo Horizonte ,-19.9676329,-43.9429816
"Avenida Guarapari, 37 ",1.0,1,325000.0,2,67, Santa Amélia, Belo Horizonte ,-19.8457686,-43.9775604
Rua Alves do Vale ,800.0,2,850000.0,2,70, Luxemburgo, Belo Horizonte ,-19.9470605,-43.952024
Rua Paraíba ,1500.0,3,2800000.0,3,245, Savassi, Belo Horizonte ,-19.9262855,-43.9309181
Rua Antônio de Albuquerque ,1.0,2,750000.0,2,77, Savassi, Belo Horizonte ,-19.936584,-43.9421163
Rua dos Tupis ,,--,580000.0,--,97, Centro, Belo Horizonte ,-19.9205221,-43.9435645
"Rua Entre Rios, 150 ",350.0,1,240000.0,3,80, Carlos Prates, Belo Horizonte ,-19.9154487,-43.9480874
Rua Desembargador Fernando Bhering ,,3,1650000.0,4,384, Dona Clara, Belo Horizonte ,-19.860345,-43.9400363
"Avenida Raja Gabaglia, 2000 ",,1,242000.0,--,33, Estoril, Belo Horizonte ,-19.9364152,-43.9533964
"Rua Maria de Lourdes Faria, 10 ",10.0,2,380000.0,3,126, Letícia, Belo Horizonte ,-19.8050214,-43.975971
Rua das Fragatas ,,4,1200000.0,5,268, Vila Clóris, Belo Horizonte ,-19.8246847,-43.9460312
Rua Santa Maria Itabira ,1000.0,3,1100000.0,4,174, Sion, Belo Horizonte ,-19.6348873,-43.2169605
Avenida Professor Clóvis Salgado ,250.0,1,178500.0,2,48, Serrano, Belo Horizonte ,-19.8735716,-44.0143472
Rua Carangola ,,2,1450000.0,4,147, Santo Antônio, Belo Horizonte ,-19.9444674,-43.9428747
Rua dos Xavantes ,,1,650000.0,3,147, Santa Mônica, Belo Horizonte ,-19.8292699,-43.9785643
"Rua Cônsul Walter, 203 ",750.0,3,690000.0,3,122, Buritis, Belo Horizonte ,-19.9745736,-43.9696865
"Rua São Paulo, 1091 ",430.0,1,2100.0,1,55, Centro, Belo Horizonte ,-19.914782,-43.9388011
"Rua José Amaury Ferrara, 107 ",650.0,3,780000.0,4,125, Buritis, Belo Horizonte ,-19.9767036,-43.9682334
Rua Alvarenga Peixoto ,1100.0,2,10000.0,4,395, Lourdes, Belo Horizonte ,-19.929576,-43.9494157
Rua Ceará ,,--,235000.0,--,30, Funcionários, Belo Horizonte ,-19.921286,-43.9253997
"Rua Francisco Serrano Neves, 91 ",,2,539000.0,3,102, Pampulha, Belo Horizonte ,-19.842605,-43.9802164
Rua da Bahia ,1.0,3,2750000.0,2,217, Lourdes, Belo Horizonte ,-19.9151776,-43.9347647
"Rua São Manoel, 229 ",370.0,2,425000.0,2,65, Floresta, Belo Horizonte ,-19.9079857,-43.9311743
"Rua Doutor Juvenal dos Santos, 500 ",1500000.0,4,1580000.0,4,260, Luxemburgo, Belo Horizonte ,-19.9508257,-43.9585445
Rua Pedra da Lua ,10.0,1,381000.0,3,68, Candelaria, Belo Horizonte ,-19.8112521,-43.9713879
Rua Sagres ,400.0,2,785000.0,4,101, Prado, Belo Horizonte ,-19.9287129,-43.9696491
Avenida do Contorno ,664.0,1,450000.0,2,60, Funcionários, Belo Horizonte ,-19.9156428,-43.9453796
Rua dos Nutricionistas ,,2,620000.0,5,203, Alípio de Melo, Belo Horizonte ,-19.8912687,-44.0071017
Rua Pedra do Rio ,,1,320000.0,3,73, Piratininga Venda Nova, Belo Horizonte ,-19.8118336,-43.9873492
"Rua Passa Tempo, 335 ",1508.0,4,1890000.0,4,144, Carmo, Belo Horizonte ,-19.9458256,-43.9307955
"Rua Bernardo Guimarães, 2587 ",835.0,2,970000.0,2,70, Lourdes, Belo Horizonte ,-19.927333,-43.9477878
"Avenida Raja Gabaglia, 1583 ",480.0,2,350000.0,1,40, Luxemburgo, Belo Horizonte ,-19.9364152,-43.9533964
"Rua Antônio de Albuquerque, 357 ",,2,790000.0,3,64, Savassi, Belo Horizonte ,-19.936584,-43.9421163
Avenida Joaquim José Diniz ,200.0,--,199000.0,2,53, Fernão Dias, Belo Horizonte ,-19.8747374,-43.9191819
Rua Castelo de Windsor ,700.0,2,750000.0,3,121, Castelo, Belo Horizonte ,-19.8813394,-44.0024142
"Rua Maria Beatriz, 503 ",200.0,1,250000.0,2,55, Estoril, Belo Horizonte ,-19.9553147,-43.9778678
Rua Olavo Bilac ,,3,650000.0,3,122, Santa Mônica, Belo Horizonte ,-19.8327251,-43.9879042
Rua Castigliano ,,5,1600000.0,3,400, Padre Eustáquio, Belo Horizonte ,-19.9180215,-43.9755742
Rua São Roque ,350.0,2,490000.0,3,76, Sagrada Família, Belo Horizonte ,-19.898824,-43.9193503
Rua Lourival Carneiro de Vasconcelos ,,3,550000.0,4,160, Planalto, Belo Horizonte ,-19.8365458,-43.942052
"Rua Santa Rita Durão, 100 ",200.0,1,510000.0,1,34, Funcionários, Belo Horizonte ,-19.9344756,-43.9346452
Avenida Professor Mário Werneck ,,2,350000.0,--,100, Buritis, Belo Horizonte ,-19.9758245,-43.9684461
Alameda do Ipê Amarelo ,,9,2000000.0,5,459, São Luíz, Belo Horizonte ,-19.8558131,-43.9691552
Rua Padre Marinho ,,2,958082.0,2,66, Funcionários, Belo Horizonte ,-19.9250502,-43.9250376
Rua Bernardo Guimarães ,1350.0,2,1505755.0,3,93, Funcionários, Belo Horizonte ,-19.927333,-43.9477878
Rua Gonçalves Dias ,1.0,3,2216196.0,4,133, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407
